33user_id,item_id,ui_interaction_score,ui_interaction_score_norm,ui_has_purchased,user_total_events,user_purchase_count,user_purchase_rate,user_avg_spend,user_total_spend,user_distinct_items,user_recency_days,user_tenure_days,user_activity_score_norm,user_preferred_device_enc,user_preferred_category_enc,item_total_interactions,item_purchase_count,item_conversion_rate,item_avg_rating,item_popularity_score_norm,item_avg_sentiment,item_price_log,item_stock_norm,item_category_enc,item_brand_enc,item_trend_score_norm,item_return_rate
USER_0015,ITEM_0233,2,0.1111111111111111,0,23,5,0.217391304347826,7328.808,36644.04,23,139,156,0.303030303030303,1,7,8.0,3.0,0.375,3.3,0.0336639615269011,0.0369,7.998876244291804,0.86,5.0,5.0,0.4508705223133881,0.033
USER_0189,ITEM_0358,3,0.2222222222222222,0,18,5,0.2777777777777778,2216.918,11084.59,18,92,172,0.2272727272727272,0,5,14.0,2.0,0.1428571428571428,2.5,0.1860535016531409,-0.3648,7.194241636852078,0.29,6.0,1.0,0.2152291374824895,0.011
USER_0171,ITEM_0364,5,0.4444444444444444,0,21,9,0.4285714285714285,7053.785555555554,63484.06999999999,21,59,164,0.5757575757575758,1,4,9.0,2.0,0.2222222222222222,4.7,0.6723775172828375,0.8455,7.847782068532876,0.96,4.0,5.0,0.5822493496097658,0.184
USER_0124,ITEM_0395,5,0.4444444444444444,0,20,8,0.4,6317.135,50537.08,20,56,161,0.4848484848484848,2,0,15.0,3.0,0.2,1.3,0.829976956216812,-0.297,2.0831845279586703,0.442,2.0,3.0,0.9762857714628776,0.267
USER_0114,ITEM_0400,3,0.2222222222222222,0,23,9,0.391304347826087,7229.127777777778,65062.15,22,122,169,0.6060606060606061,0,7,11.0,3.0,0.2727272727272727,3.2,0.7626490331630097,0.0095,7.752829239765303,0.202,6.0,3.0,0.7420452271362817,0.183
USER_0158,ITEM_0133,1,0.0,0,34,6,0.1764705882352941,10833.078333333331,64998.47,34,20,175,0.5454545454545454,1,6,13.0,4.0,0.3076923076923077,1.9,0.3086865043582807,-0.0256,8.387262166824195,0.102,4.0,4.0,0.7002201320792475,0.093
USER_0146,ITEM_0264,1,0.0,0,20,6,0.3,7390.475000000001,44342.850000000006,20,19,146,0.3333333333333333,1,1,8.0,1.0,0.125,3.7,0.6237851918645427,0.4688,6.6768189426379685,0.87,7.0,2.0,0.1254752851711026,0.116
USER_0141,ITEM_0378,5,0.4444444444444444,0,19,7,0.3684210526315789,9447.009999999998,66129.06999999999,19,24,150,0.3939393939393939,0,5,7.0,6.0,0.8571428571428571,2.3,0.5074641819456969,-0.9769,7.41156837233029,0.04,1.0,7.0,0.0026015609365619,0.267
USER_0170,ITEM_0088,3,0.2222222222222222,0,18,8,0.4444444444444444,6959.775000000001,55678.2,17,89,175,0.4545454545454545,2,4,12.0,4.0,0.3333333333333333,1.5,0.099889790602144,-0.0547,7.84407214258526,0.014,4.0,3.0,0.2349409645787472,0.252
USER_0058,ITEM_0177,1,0.0,0,25,8,0.32,7162.54625,57300.37,25,48,166,0.5606060606060606,2,3,5.0,3.0,0.6,2.8,0.5159803626891093,0.0721,6.19454823804442,0.418,4.0,3.0,0.4834900940564339,0.077
USER_0009,ITEM_0473,4,0.3333333333333333,0,30,6,0.2,5396.84,32381.04,29,31,175,0.4848484848484848,1,6,15.0,1.0,0.0666666666666666,1.8,0.4119827672577898,0.0215,7.641266749331506,0.108,2.0,7.0,0.2020212127276366,0.099
USER_0162,ITEM_0333,1,0.0,0,27,6,0.2222222222222222,8197.28,49183.68,26,11,178,0.4393939393939394,2,2,11.0,4.0,0.3636363636363636,3.4,0.7268810740406774,0.8964,8.278466348874868,0.936,4.0,4.0,0.7474484690814488,0.049
USER_0023,ITEM_0294,5,0.4444444444444444,0,35,11,0.3142857142857143,8741.57181818182,96157.29,34,19,175,0.9393939393939394,0,0,11.0,0.0,0.0,1.8,0.1947700631199279,0.4526,7.180983394463768,0.666,6.0,7.0,0.182009205523314,0.058
USER_0102,ITEM_0420,1,0.0,0,21,8,0.3809523809523809,9106.61375,72852.91,20,90,153,0.5,0,6,11.0,5.0,0.4545454545454545,2.0,0.2227231740306582,0.18,5.912691865942586,0.722,0.0,5.0,0.7449469681809084,0.268
USER_0134,ITEM_0035,2,0.1111111111111111,0,14,3,0.2142857142857142,5089.306666666666,15267.92,14,54,173,0.0151515151515151,2,0,12.0,5.0,0.4166666666666667,2.7,0.0308586313996593,-0.7357,7.547712631027963,0.368,1.0,7.0,0.4854912947768661,0.272
USER_0070,ITEM_0296,2,0.1111111111111111,0,22,9,0.4090909090909091,8848.812222222223,79639.31,22,28,166,0.5909090909090909,1,4,8.0,4.0,0.5,3.2,0.1853521691213305,-0.6788,7.923380808284074,0.172,7.0,5.0,0.5300180108064839,0.059
USER_0164,ITEM_0300,2,0.1111111111111111,0,26,11,0.4230769230769231,4725.257272727273,51977.83,26,5,169,0.803030303030303,1,2,9.0,4.0,0.4444444444444444,4.1,0.8186554453461578,-0.9153,8.393041669933975,0.8,4.0,5.0,0.7191314788873323,0.3
USER_0023,ITEM_0430,1,0.0,0,35,11,0.3142857142857143,8741.57181818182,96157.29,34,19,175,0.9393939393939394,0,0,10.0,2.0,0.2,4.2,0.4406372107003307,-0.8315,8.256246521686364,0.854,0.0,3.0,0.6389833900340204,0.077
USER_0092,ITEM_0055,1,0.0,1,18,12,0.6666666666666666,11587.36,139048.32,18,13,166,0.7575757575757576,0,6,11.0,4.0,0.3636363636363636,1.6,0.4740006011421701,-0.9237,8.084035149251322,0.784,6.0,6.0,0.047828697218331,0.018
USER_0060,ITEM_0158,2,0.1111111111111111,0,23,6,0.2608695652173913,8193.466666666667,49160.8,23,201,160,0.3787878787878788,1,3,15.0,0.0,0.0,1.2,0.8517182647029355,0.3936,7.987527876582129,0.254,1.0,4.0,0.975685411246748,0.018
USER_0065,ITEM_0470,5,0.4444444444444444,0,23,5,0.217391304347826,10573.009999999998,52865.05,23,47,178,0.303030303030303,0,4,12.0,2.0,0.1666666666666666,1.7,0.762849413886384,-0.8634,5.789225956473668,0.558,4.0,4.0,0.8705223133880329,0.009
USER_0184,ITEM_0208,1,0.0,0,20,6,0.3,5893.693333333334,35362.16,20,70,160,0.3333333333333333,1,1,13.0,6.0,0.4615384615384615,3.5,0.585011521891594,0.2709,5.699874849825184,0.478,2.0,1.0,0.9759855913548128,0.086
USER_0055,ITEM_0497,2,0.1111111111111111,0,24,14,0.5833333333333334,8791.746428571429,123084.45,24,31,169,1.0,1,0,16.0,3.0,0.1875,1.2,0.6278929966937181,0.4225,7.613403988765008,0.818,4.0,0.0,0.557934760856514,0.014
USER_0133,ITEM_0332,5,0.4444444444444444,0,15,5,0.3333333333333333,5828.118,29140.59,15,109,156,0.1818181818181818,2,1,9.0,4.0,0.4444444444444444,3.6,0.6506362087967137,-0.9397,7.199252564245076,0.294,1.0,0.0,0.9138483089853912,0.11
USER_0106,ITEM_0135,2,0.1111111111111111,0,24,3,0.125,6494.456666666666,19483.37,23,112,153,0.1666666666666666,0,0,12.0,2.0,0.1666666666666666,3.5,0.0315599639314697,-0.8004,6.072468331261069,0.486,6.0,5.0,0.6736041624974984,0.259
USER_0119,ITEM_0112,3,0.2222222222222222,0,23,7,0.3043478260869565,7462.478571428573,52237.350000000006,23,21,172,0.4545454545454545,1,1,9.0,1.0,0.1111111111111111,1.8,0.4067728684500551,-0.0004,7.186416788212835,0.13,7.0,5.0,0.1301781068641185,0.06
USER_0073,ITEM_0116,3,0.2222222222222222,0,26,10,0.3846153846153846,6770.925,67709.25,26,13,152,0.7272727272727273,0,1,5.0,0.0,0.0,3.0,0.2642019837691614,0.5792,8.378705536791466,0.83,4.0,7.0,0.3774264558735241,0.143
USER_0122,ITEM_0135,1,0.0,0,23,7,0.3043478260869565,5743.82,40206.74,22,61,154,0.4545454545454545,1,5,12.0,2.0,0.1666666666666666,3.5,0.0315599639314697,-0.8004,6.072468331261069,0.486,6.0,5.0,0.6736041624974984,0.259
USER_0090,ITEM_0455,1,0.0,0,25,2,0.08,8723.5,17447.0,25,80,161,0.106060606060606,2,1,13.0,3.0,0.2307692307692307,3.1,0.9925859132351468,0.4877,7.123447135251197,0.884,3.0,7.0,0.3469081448869321,0.026
USER_0183,ITEM_0068,1,0.0,0,18,9,0.5,6896.466666666667,62068.2,17,55,161,0.5303030303030303,0,6,10.0,2.0,0.2,1.6,0.3139965935277026,-0.5656,5.113853516682049,0.814,0.0,7.0,0.0426255753452071,0.087
USER_0151,ITEM_0019,1,0.0,0,30,5,0.1666666666666666,10660.864,53304.32,27,53,162,0.4090909090909091,2,5,9.0,8.0,0.8888888888888888,4.3,0.1854523594830177,0.2455,8.306052318893178,0.208,7.0,2.0,0.8800280168100859,0.008
USER_0173,ITEM_0385,1,0.0,0,34,2,0.0588235294117647,4560.05,9120.1,33,118,168,0.2424242424242424,1,5,9.0,1.0,0.1111111111111111,3.7,0.8744614768059313,-0.8841,7.60866723549229,0.88,1.0,5.0,0.682009205523314,0.285
USER_0123,ITEM_0411,2,0.1111111111111111,0,30,8,0.2666666666666666,4016.5125,32132.1,29,29,147,0.6363636363636364,1,6,12.0,6.0,0.5,2.4,0.8891894599739505,-0.5033,8.317084782285939,0.584,6.0,0.0,0.6613968381028617,0.085
USER_0041,ITEM_0289,2,0.1111111111111111,0,28,9,0.3214285714285714,9763.237777777778,87869.14,28,39,166,0.6818181818181818,2,0,9.0,7.0,0.7777777777777778,3.9,0.3917443141969742,0.7922,7.659803243462191,0.702,2.0,1.0,0.2372423454072443,0.039
USER_0072,ITEM_0162,8,0.7777777777777778,0,31,7,0.2258064516129032,7416.05,51912.35,28,16,172,0.5757575757575758,1,3,13.0,2.0,0.1538461538461538,3.5,0.7692615970343654,-0.5246,8.057608694010403,0.06,2.0,7.0,0.5837502501500901,0.265
USER_0124,ITEM_0192,2,0.1111111111111111,0,20,8,0.4,6317.135,50537.08,20,56,161,0.4848484848484848,2,0,18.0,4.0,0.2222222222222222,1.6,0.4727983168019236,-0.0308,7.242118149597153,0.462,1.0,4.0,0.158995397238343,0.16
USER_0118,ITEM_0224,1,0.0,0,25,6,0.24,6480.433333333334,38882.600000000006,24,11,172,0.4090909090909091,2,2,4.0,1.0,0.25,3.6,0.5262999699428915,-0.039,8.227212479114952,0.602,4.0,7.0,0.4592755653392035,0.29
USER_0109,ITEM_0165,3,0.2222222222222222,0,31,9,0.2903225806451613,8710.602222222224,78395.42000000001,30,118,172,0.7272727272727273,0,2,12.0,2.0,0.1666666666666666,2.2,0.1399659352770263,0.5477,8.366142368730168,0.66,4.0,3.0,0.2294376625975585,0.108
USER_0036,ITEM_0366,2,0.1111111111111111,0,29,8,0.2758620689655172,7909.070000000001,63272.560000000005,29,67,167,0.6212121212121212,1,2,10.0,3.0,0.3,3.1,0.7054403366396154,-0.4622,7.967446542919237,0.19,6.0,1.0,0.0585351210726435,0.183
USER_0187,ITEM_0277,1,0.0,0,20,7,0.35,12385.86,86701.01999999999,20,81,152,0.4090909090909091,2,5,10.0,4.0,0.4,4.5,0.0009017132551848,0.5429,6.292568639891403,0.368,6.0,6.0,0.6359815889533721,0.089
USER_0176,ITEM_0451,2,0.1111111111111111,0,35,8,0.2285714285714285,5896.383749999999,47171.06999999999,32,72,174,0.7121212121212122,0,0,7.0,1.0,0.1428571428571428,4.6,0.1034966436228834,-0.9151,8.408863828645405,0.76,7.0,2.0,0.2912747648589153,0.209
USER_0071,ITEM_0440,2,0.1111111111111111,0,20,4,0.2,7592.69,30370.76,20,103,156,0.1818181818181818,1,1,14.0,3.0,0.2142857142857142,4.1,0.0876665664763049,-0.2438,8.296115005765223,0.006,6.0,7.0,0.8923354012407444,0.152
USER_0100,ITEM_0005,2,0.1111111111111111,0,31,5,0.1612903225806451,6042.898,30214.49,28,85,176,0.4242424242424242,1,1,8.0,3.0,0.375,2.6,0.8473098887886985,-0.5103,8.211738110597617,0.1,7.0,3.0,0.7647588553131879,0.139
USER_0078,ITEM_0382,1,0.0,0,30,11,0.3666666666666666,7288.07909090909,80168.87,29,10,148,0.8636363636363636,1,0,6.0,6.0,1.0,4.2,0.6719767558360885,0.5829,7.317086238382149,0.482,7.0,1.0,0.3851310786471883,0.116
USER_0043,ITEM_0307,1,0.0,0,23,9,0.391304347826087,5580.725555555557,50226.53000000001,23,22,158,0.6060606060606061,1,6,12.0,2.0,0.1666666666666666,3.5,0.812944594729987,0.7697,7.343063938430986,0.364,7.0,4.0,0.8639183510106063,0.215
USER_0108,ITEM_0357,2,0.1111111111111111,0,23,4,0.1739130434782608,6531.0525,26124.21,23,17,156,0.2272727272727272,1,2,7.0,4.0,0.5714285714285714,4.9,0.9642320408776676,-0.9792,8.47905509202514,0.676,5.0,1.0,0.2545527316389834,0.262
USER_0059,ITEM_0301,2,0.1111111111111111,0,21,9,0.4285714285714285,4474.735555555556,40272.62,19,36,170,0.5757575757575758,2,6,13.0,4.0,0.3076923076923077,4.2,0.2987676585512474,-0.6565,8.416315944208177,0.878,1.0,1.0,0.3382029217530519,0.056
USER_0083,ITEM_0401,3,0.2222222222222222,0,25,5,0.2,6459.53,32297.65,25,26,166,0.3333333333333333,2,6,13.0,1.0,0.0769230769230769,3.9,0.5365193868349865,-0.1739,7.702623861651116,0.948,4.0,2.0,0.5218130878527116,0.004
USER_0027,ITEM_0067,1,0.0,1,16,10,0.625,3953.004,39530.04,16,8,148,0.5757575757575758,1,7,7.0,3.0,0.4285714285714285,3.3,0.8250676284941388,-0.0338,7.04740417148914,0.306,7.0,3.0,0.2821693015809485,0.256
USER_0011,ITEM_0330,5,0.4444444444444444,0,27,11,0.4074074074074074,7085.177272727273,77936.95,26,13,179,0.8181818181818182,0,2,10.0,0.0,0.0,2.5,0.3447550345656748,0.7793,8.371274535314496,0.4,7.0,5.0,0.7113267960776465,0.238
USER_0067,ITEM_0289,1,0.0,0,32,4,0.125,7923.7775,31695.11,31,18,174,0.3636363636363636,2,0,9.0,7.0,0.7777777777777778,3.9,0.3917443141969742,0.7922,7.659803243462191,0.702,2.0,1.0,0.2372423454072443,0.039
USER_0095,ITEM_0166,2,0.1111111111111111,0,33,8,0.2424242424242424,7094.22375,56753.79,31,88,178,0.6818181818181818,1,1,19.0,2.0,0.1052631578947368,2.4,0.8497144574691914,0.0083,5.885715066924373,0.936,2.0,6.0,0.4553732239343606,0.268
USER_0012,ITEM_0242,1,0.0,0,21,8,0.3809523809523809,7167.81875,57342.55,21,10,146,0.5,1,1,11.0,3.0,0.2727272727272727,1.6,0.7439134355275023,-0.9111,7.97963337244761,0.548,7.0,6.0,0.3801280768461077,0.256
USER_0197,ITEM_0120,1,0.0,0,33,9,0.2727272727272727,4123.2155555555555,37108.94,33,18,180,0.7575757575757576,2,3,9.0,2.0,0.2222222222222222,1.4,0.9754533613866346,0.4846,6.6454550124667335,0.03,0.0,2.0,0.2609565739443666,0.128
USER_0024,ITEM_0262,5,0.4444444444444444,0,28,9,0.3214285714285714,9734.467777777776,87610.20999999999,27,74,170,0.6818181818181818,2,1,,,,,,,,,,,,
USER_0060,ITEM_0110,1,0.0,0,23,6,0.2608695652173913,8193.466666666667,49160.8,23,201,160,0.3787878787878788,1,3,10.0,1.0,0.1,1.9,0.9027151588017231,-0.4788,8.469967402972774,0.718,6.0,1.0,0.7038222933760255,0.116
USER_0198,ITEM_0195,1,0.0,0,33,6,0.1818181818181818,9406.113333333333,56436.68,32,89,177,0.5303030303030303,1,5,11.0,1.0,0.0909090909090909,4.3,0.9453962528804728,-0.811,7.704807416387965,0.444,4.0,1.0,0.7844706824094456,0.011
USER_0065,ITEM_0472,1,0.0,0,23,5,0.217391304347826,10573.009999999998,52865.05,23,47,178,0.303030303030303,0,4,11.0,1.0,0.0909090909090909,3.6,0.8988077346959222,-0.8796,7.906841848264694,0.572,7.0,4.0,0.8252951771062637,0.047
USER_0079,ITEM_0431,2,0.1111111111111111,0,22,10,0.4545454545454545,6580.832,65808.32,21,36,160,0.6666666666666666,1,0,15.0,2.0,0.1333333333333333,2.0,0.7321911632100992,0.6944,6.288416025566912,0.502,1.0,0.0,0.6696017610566338,0.271
USER_0086,ITEM_0188,2,0.1111111111111111,0,28,10,0.3571428571428571,7573.519999999999,75735.19999999998,28,17,169,0.7575757575757576,0,1,10.0,1.0,0.1,2.3,0.2726179741508867,-0.6255,7.129129265539748,0.08,1.0,7.0,0.6206724034420653,0.086
USER_0194,ITEM_0117,2,0.1111111111111111,0,26,3,0.1153846153846153,8096.206666666666,24288.62,24,199,169,0.1969696969696969,0,0,11.0,1.0,0.0909090909090909,3.0,0.2049894800120228,-0.7958,7.3108375503885075,0.75,0.0,7.0,0.9248549129477686,0.156
USER_0095,ITEM_0239,2,0.1111111111111111,0,33,8,0.2424242424242424,7094.22375,56753.79,31,88,178,0.6818181818181818,1,1,7.0,2.0,0.2857142857142857,3.9,0.7718665464382326,-0.3341,7.9980094019625,0.582,4.0,7.0,0.910546327796678,0.179
USER_0198,ITEM_0005,5,0.4444444444444444,0,33,6,0.1818181818181818,9406.113333333333,56436.68,32,89,177,0.5303030303030303,1,5,8.0,3.0,0.375,2.6,0.8473098887886985,-0.5103,8.211738110597617,0.1,7.0,3.0,0.7647588553131879,0.139
USER_0063,ITEM_0067,1,0.0,0,28,5,0.1785714285714285,5306.12,26530.6,28,114,143,0.3787878787878788,2,6,7.0,3.0,0.4285714285714285,3.3,0.8250676284941388,-0.0338,7.04740417148914,0.306,7.0,3.0,0.2821693015809485,0.256
USER_0018,ITEM_0421,2,0.1111111111111111,0,21,11,0.5238095238095238,7697.114545454547,84668.26000000001,19,18,155,0.7272727272727273,0,6,12.0,5.0,0.4166666666666667,2.9,0.3983568780683298,-0.8502,7.638063360430209,0.79,5.0,1.0,0.9587752651590954,0.038
USER_0029,ITEM_0072,3,0.2222222222222222,0,30,8,0.2666666666666666,6424.5737500000005,51396.59,29,54,160,0.6363636363636364,1,2,8.0,5.0,0.625,4.1,0.3467588417994189,0.6249,8.458480864996899,0.686,1.0,4.0,0.7758655193115869,0.241
USER_0119,ITEM_0340,1,0.0,0,23,7,0.3043478260869565,7462.478571428573,52237.350000000006,23,21,172,0.4545454545454545,1,1,15.0,4.0,0.2666666666666666,4.4,0.3715058611361587,0.212,7.333101442683451,0.262,4.0,2.0,0.2970782469481689,0.031
USER_0076,ITEM_0341,1,0.0,0,22,7,0.3181818181818182,6957.865714285714,48705.06,21,42,175,0.4393939393939394,1,0,8.0,2.0,0.25,1.9,0.7392044885282036,-0.0353,8.28852440405919,0.346,3.0,3.0,0.7165299179507705,0.006
USER_0086,ITEM_0340,3,0.2222222222222222,0,28,10,0.3571428571428571,7573.519999999999,75735.19999999998,28,17,169,0.7575757575757576,0,1,15.0,4.0,0.2666666666666666,4.4,0.3715058611361587,0.212,7.333101442683451,0.262,4.0,2.0,0.2970782469481689,0.031
USER_0194,ITEM_0190,1,0.0,0,26,3,0.1153846153846153,8096.206666666666,24288.62,24,199,169,0.1969696969696969,0,0,13.0,3.0,0.2307692307692307,3.6,0.6928163510670273,-0.2137,7.717075310657956,0.02,1.0,4.0,0.6508905343205923,0.092
USER_0081,ITEM_0417,2,0.1111111111111111,0,19,12,0.631578947368421,6158.861666666668,73906.34000000001,18,12,178,0.7727272727272727,2,4,10.0,4.0,0.4,2.7,0.5767959122332431,-0.305,7.113744533076276,0.774,4.0,7.0,0.7043225935561337,0.242
USER_0151,ITEM_0235,2,0.1111111111111111,0,30,5,0.1666666666666666,10660.864,53304.32,27,53,162,0.4090909090909091,2,5,9.0,4.0,0.4444444444444444,4.3,0.7369001102093979,0.5298,7.073786533040071,0.43,6.0,5.0,0.9892935761456874,0.175
USER_0131,ITEM_0175,5,0.4444444444444444,1,16,9,0.5625,7166.996666666667,64502.97,16,40,156,0.5,2,0,13.0,3.0,0.2307692307692307,2.8,0.2626991283438533,0.0828,8.303663280617998,0.964,5.0,2.0,0.809685811486892,0.286
USER_0156,ITEM_0165,2,0.1111111111111111,0,24,3,0.125,8276.046666666667,24828.14,24,16,148,0.1666666666666666,0,3,12.0,2.0,0.1666666666666666,2.2,0.1399659352770263,0.5477,8.366142368730168,0.66,4.0,3.0,0.2294376625975585,0.108
USER_0141,ITEM_0454,3,0.2222222222222222,0,19,7,0.3684210526315789,9447.009999999998,66129.06999999999,19,24,150,0.3939393939393939,0,5,6.0,2.0,0.3333333333333333,1.5,0.2766255886183749,-0.3625,7.17042718842975,0.496,7.0,0.0,0.1790074044426656,0.045
USER_0137,ITEM_0199,2,0.1111111111111111,0,28,6,0.2142857142857142,6146.498333333334,36878.990000000005,28,13,178,0.4545454545454545,2,3,17.0,3.0,0.1764705882352941,2.3,0.868450055104699,-0.0465,8.516476934965818,0.59,5.0,4.0,0.3440064038423054,0.064
USER_0078,ITEM_0206,1,0.0,0,30,11,0.3666666666666666,7288.07909090909,80168.87,29,10,148,0.8636363636363636,1,0,14.0,2.0,0.1428571428571428,4.5,0.0528003206091574,-0.3132,6.978633039615574,0.054,5.0,6.0,0.2609565739443666,0.08
USER_0137,ITEM_0195,2,0.1111111111111111,0,28,6,0.2142857142857142,6146.498333333334,36878.990000000005,28,13,178,0.4545454545454545,2,3,11.0,1.0,0.0909090909090909,4.3,0.9453962528804728,-0.811,7.704807416387965,0.444,4.0,1.0,0.7844706824094456,0.011
USER_0025,ITEM_0225,1,0.0,0,13,5,0.3846153846153846,5977.110000000001,29885.550000000003,13,143,137,0.1515151515151515,0,6,7.0,3.0,0.4285714285714285,1.0,0.3159002103997596,0.3478,5.674971392802082,0.344,4.0,7.0,0.5396237742645588,0.024
USER_0061,ITEM_0249,1,0.0,0,31,5,0.1612903225806451,7931.552000000001,39657.76,29,29,174,0.4242424242424242,2,1,5.0,3.0,0.6,2.4,0.3505660755435327,0.745,8.1198212451454,0.788,0.0,7.0,0.4746848108865319,0.059
USER_0191,ITEM_0481,2,0.1111111111111111,0,23,6,0.2608695652173913,8834.833333333334,53009.0,22,172,171,0.3787878787878788,0,5,5.0,2.0,0.4,3.3,0.3694018635407274,-0.4964,7.552562693927992,0.988,5.0,1.0,0.6742045227136282,0.004
