user_id,item_id,ui_total_interactions,ui_views,ui_clicks,ui_carts,ui_purchases_events,ui_interaction_score,ui_interaction_score_norm,ui_has_purchased
USER_0151,ITEM_0019,1,1,0,0,0,1,0.0,0
USER_0173,ITEM_0385,1,1,0,0,0,1,0.0,0
USER_0123,ITEM_0411,1,0,1,0,0,2,0.1111111111111111,0
USER_0041,ITEM_0289,1,0,1,0,0,2,0.1111111111111111,0
USER_0072,ITEM_0162,2,0,0,1,1,8,0.7777777777777778,0
USER_0124,ITEM_0192,1,0,1,0,0,2,0.1111111111111111,0
USER_0118,ITEM_0224,1,1,0,0,0,1,0.0,0
USER_0109,ITEM_0165,1,0,0,1,0,3,0.2222222222222222,0
USER_0036,ITEM_0366,1,0,1,0,0,2,0.1111111111111111,0
USER_0187,ITEM_0277,1,1,0,0,0,1,0.0,0
USER_0176,ITEM_0451,1,0,1,0,0,2,0.1111111111111111,0
USER_0071,ITEM_0440,1,0,1,0,0,2,0.1111111111111111,0
USER_0100,ITEM_0005,2,2,0,0,0,2,0.1111111111111111,0
USER_0078,ITEM_0382,1,1,0,0,0,1,0.0,0
USER_0043,ITEM_0307,1,1,0,0,0,1,0.0,0
USER_0108,ITEM_0357,1,0,1,0,0,2,0.1111111111111111,0
USER_0059,ITEM_0301,1,0,1,0,0,2,0.1111111111111111,0
USER_0083,ITEM_0401,1,0,0,1,0,3,0.2222222222222222,0
USER_0027,ITEM_0067,1,1,0,0,0,1,0.0,1
USER_0011,ITEM_0330,1,0,0,0,1,5,0.4444444444444444,0
USER_0067,ITEM_0289,1,1,0,0,0,1,0.0,0
USER_0095,ITEM_0166,1,0,1,0,0,2,0.1111111111111111,0
USER_0012,ITEM_0242,1,1,0,0,0,1,0.0,0
USER_0197,ITEM_0120,1,1,0,0,0,1,0.0,0
USER_0024,ITEM_0262,1,0,0,0,1,5,0.4444444444444444,0
USER_0060,ITEM_0110,1,1,0,0,0,1,0.0,0
USER_0198,ITEM_0195,1,1,0,0,0,1,0.0,0
USER_0065,ITEM_0472,1,1,0,0,0,1,0.0,0
USER_0079,ITEM_0431,1,0,1,0,0,2,0.1111111111111111,0
USER_0086,ITEM_0188,1,0,1,0,0,2,0.1111111111111111,0
USER_0194,ITEM_0117,1,0,1,0,0,2,0.1111111111111111,0
USER_0095,ITEM_0239,1,0,1,0,0,2,0.1111111111111111,0
USER_0198,ITEM_0005,1,0,0,0,1,5,0.4444444444444444,0
USER_0063,ITEM_0067,1,1,0,0,0,1,0.0,0
USER_0018,ITEM_0421,1,0,1,0,0,2,0.1111111111111111,0
USER_0029,ITEM_0072,1,0,0,1,0,3,0.2222222222222222,0
USER_0119,ITEM_0340,1,1,0,0,0,1,0.0,0
USER_0076,ITEM_0341,1,1,0,0,0,1,0.0,0
USER_0086,ITEM_0340,1,0,0,1,0,3,0.2222222222222222,0
USER_0194,ITEM_0190,1,1,0,0,0,1,0.0,0
USER_0081,ITEM_0417,1,0,1,0,0,2,0.1111111111111111,0
USER_0151,ITEM_0235,1,0,1,0,0,2,0.1111111111111111,0
USER_0131,ITEM_0175,1,0,0,0,1,5,0.4444444444444444,1
USER_0156,ITEM_0165,1,0,1,0,0,2,0.1111111111111111,0
USER_0141,ITEM_0454,1,0,0,1,0,3,0.2222222222222222,0
USER_0137,ITEM_0199,1,0,1,0,0,2,0.1111111111111111,0
USER_0078,ITEM_0206,1,1,0,0,0,1,0.0,0
USER_0137,ITEM_0195,1,0,1,0,0,2,0.1111111111111111,0
USER_0025,ITEM_0225,1,1,0,0,0,1,0.0,0
USER_0061,ITEM_0249,1,1,0,0,0,1,0.0,0
USER_0191,ITEM_0481,1,0,1,0,0,2,0.1111111111111111,0
USER_0053,ITEM_0401,1,0,1,0,0,2,0.1111111111111111,0
USER_0033,ITEM_0163,1,0,1,0,0,2,0.1111111111111111,0
USER_0145,ITEM_0061,1,0,0,0,1,5,0.4444444444444444,0
USER_0026,ITEM_0344,1,0,0,0,1,5,0.4444444444444444,0
USER_0012,ITEM_0094,1,1,0,0,0,1,0.0,1
USER_0108,ITEM_0133,1,0,1,0,0,2,0.1111111111111111,0
USER_0018,ITEM_0291,1,0,0,1,0,3,0.2222222222222222,0
USER_0085,ITEM_0248,1,0,1,0,0,2,0.1111111111111111,0
USER_0137,ITEM_0283,1,0,1,0,0,2,0.1111111111111111,0
USER_0149,ITEM_0250,1,1,0,0,0,1,0.0,0
USER_0152,ITEM_0460,1,0,1,0,0,2,0.1111111111111111,0
USER_0052,ITEM_0213,1,0,0,1,0,3,0.2222222222222222,0
USER_0147,ITEM_0065,1,1,0,0,0,1,0.0,0
USER_0177,ITEM_0012,1,0,0,0,1,5,0.4444444444444444,0
USER_0182,ITEM_0145,1,0,0,0,1,5,0.4444444444444444,0
USER_0193,ITEM_0277,1,1,0,0,0,1,0.0,0
USER_0195,ITEM_0124,1,1,0,0,0,1,0.0,0
USER_0178,ITEM_0065,1,0,0,1,0,3,0.2222222222222222,0
USER_0095,ITEM_0124,1,0,0,0,1,5,0.4444444444444444,0
USER_0177,ITEM_0457,1,1,0,0,0,1,0.0,0
USER_0116,ITEM_0124,1,1,0,0,0,1,0.0,0
USER_0102,ITEM_0157,1,0,1,0,0,2,0.1111111111111111,0
USER_0103,ITEM_0145,1,0,0,1,0,3,0.2222222222222222,0
USER_0174,ITEM_0459,1,1,0,0,0,1,0.0,0
USER_0138,ITEM_0161,1,0,0,0,1,5,0.4444444444444444,0
USER_0050,ITEM_0351,1,1,0,0,0,1,0.0,0
USER_0039,ITEM_0078,1,1,0,0,0,1,0.0,0
USER_0030,ITEM_0469,1,0,0,0,1,5,0.4444444444444444,0
USER_0074,ITEM_0290,1,0,0,1,0,3,0.2222222222222222,0
USER_0094,ITEM_0464,1,1,0,0,0,1,0.0,0
USER_0076,ITEM_0492,1,0,0,1,0,3,0.2222222222222222,0
USER_0106,ITEM_0123,1,0,1,0,0,2,0.1111111111111111,0
USER_0013,ITEM_0149,1,0,1,0,0,2,0.1111111111111111,0
USER_0198,ITEM_0472,1,1,0,0,0,1,0.0,0
USER_0054,ITEM_0236,1,1,0,0,0,1,0.0,0
USER_0064,ITEM_0115,1,1,0,0,0,1,0.0,0
USER_0123,ITEM_0033,1,1,0,0,0,1,0.0,0
USER_0044,ITEM_0189,1,1,0,0,0,1,0.0,0
USER_0151,ITEM_0107,1,0,1,0,0,2,0.1111111111111111,0
USER_0066,ITEM_0241,1,1,0,0,0,1,0.0,0
USER_0199,ITEM_0048,1,0,1,0,0,2,0.1111111111111111,0
USER_0044,ITEM_0331,1,1,0,0,0,1,0.0,0
USER_0187,ITEM_0270,1,0,0,1,0,3,0.2222222222222222,0
USER_0189,ITEM_0170,1,1,0,0,0,1,0.0,0
USER_0049,ITEM_0102,1,1,0,0,0,1,0.0,0
USER_0101,ITEM_0293,1,1,0,0,0,1,0.0,0
USER_0049,ITEM_0010,1,1,0,0,0,1,0.0,0
USER_0036,ITEM_0421,1,1,0,0,0,1,0.0,0
USER_0027,ITEM_0086,1,1,0,0,0,1,0.0,0
USER_0106,ITEM_0465,1,1,0,0,0,1,0.0,0
USER_0024,ITEM_0179,1,0,1,0,0,2,0.1111111111111111,0
USER_0011,ITEM_0063,1,1,0,0,0,1,0.0,0
USER_0151,ITEM_0383,1,0,0,1,0,3,0.2222222222222222,0
USER_0185,ITEM_0280,1,1,0,0,0,1,0.0,0
USER_0086,ITEM_0028,1,1,0,0,0,1,0.0,0
USER_0041,ITEM_0299,1,1,0,0,0,1,0.0,0
USER_0156,ITEM_0411,1,1,0,0,0,1,0.0,0
USER_0030,ITEM_0166,1,0,0,0,1,5,0.4444444444444444,0
USER_0022,ITEM_0243,1,0,0,1,0,3,0.2222222222222222,0
USER_0170,ITEM_0477,1,0,1,0,0,2,0.1111111111111111,0
USER_0049,ITEM_0163,1,0,1,0,0,2,0.1111111111111111,0
USER_0014,ITEM_0347,1,0,1,0,0,2,0.1111111111111111,0
USER_0166,ITEM_0282,1,1,0,0,0,1,0.0,0
USER_0147,ITEM_0205,1,0,0,1,0,3,0.2222222222222222,0
USER_0006,ITEM_0163,1,1,0,0,0,1,0.0,0
USER_0160,ITEM_0404,1,0,0,1,0,3,0.2222222222222222,0
USER_0069,ITEM_0322,1,0,0,0,1,5,0.4444444444444444,0
USER_0171,ITEM_0052,1,1,0,0,0,1,0.0,0
USER_0050,ITEM_0293,1,0,1,0,0,2,0.1111111111111111,0
USER_0198,ITEM_0144,1,1,0,0,0,1,0.0,0
USER_0071,ITEM_0262,1,1,0,0,0,1,0.0,0
USER_0187,ITEM_0191,1,0,1,0,0,2,0.1111111111111111,0
USER_0044,ITEM_0378,1,0,1,0,0,2,0.1111111111111111,1
USER_0116,ITEM_0354,1,0,1,0,0,2,0.1111111111111111,0
USER_0039,ITEM_0375,1,1,0,0,0,1,0.0,0
USER_0044,ITEM_0051,1,1,0,0,0,1,0.0,0
USER_0129,ITEM_0029,1,0,0,0,1,5,0.4444444444444444,0
USER_0040,ITEM_0417,1,1,0,0,0,1,0.0,0
USER_0106,ITEM_0165,1,0,0,0,1,5,0.4444444444444444,0
USER_0131,ITEM_0202,1,0,0,1,0,3,0.2222222222222222,0
USER_0085,ITEM_0347,1,0,0,1,0,3,0.2222222222222222,0
USER_0133,ITEM_0474,1,1,0,0,0,1,0.0,0
USER_0148,ITEM_0205,1,1,0,0,0,1,0.0,0
USER_0190,ITEM_0423,1,0,0,1,0,3,0.2222222222222222,0
USER_0011,ITEM_0227,1,0,1,0,0,2,0.1111111111111111,0
USER_0012,ITEM_0068,1,1,0,0,0,1,0.0,0
USER_0013,ITEM_0390,1,1,0,0,0,1,0.0,0
USER_0111,ITEM_0435,1,0,1,0,0,2,0.1111111111111111,0
USER_0084,ITEM_0009,1,0,0,0,1,5,0.4444444444444444,0
USER_0164,ITEM_0172,1,1,0,0,0,1,0.0,0
USER_0109,ITEM_0394,1,1,0,0,0,1,0.0,0
USER_0072,ITEM_0166,2,0,1,1,0,5,0.4444444444444444,0
USER_0140,ITEM_0269,1,0,0,0,1,5,0.4444444444444444,0
USER_0176,ITEM_0474,1,1,0,0,0,1,0.0,0
USER_0173,ITEM_0256,1,1,0,0,0,1,0.0,0
USER_0081,ITEM_0253,1,0,1,0,0,2,0.1111111111111111,0
USER_0047,ITEM_0070,1,0,1,0,0,2,0.1111111111111111,0
USER_0042,ITEM_0036,1,1,0,0,0,1,0.0,0
USER_0004,ITEM_0176,1,1,0,0,0,1,0.0,0
USER_0057,ITEM_0033,1,1,0,0,0,1,0.0,0
USER_0155,ITEM_0084,1,1,0,0,0,1,0.0,0
USER_0010,ITEM_0121,1,1,0,0,0,1,0.0,0
USER_0064,ITEM_0395,1,0,1,0,0,2,0.1111111111111111,0
USER_0133,ITEM_0428,1,1,0,0,0,1,0.0,0
USER_0005,ITEM_0229,1,1,0,0,0,1,0.0,0
USER_0036,ITEM_0333,1,1,0,0,0,1,0.0,0
USER_0041,ITEM_0065,1,0,0,0,1,5,0.4444444444444444,0
USER_0198,ITEM_0288,1,0,1,0,0,2,0.1111111111111111,0
USER_0138,ITEM_0043,1,1,0,0,0,1,0.0,0
USER_0176,ITEM_0381,1,0,1,0,0,2,0.1111111111111111,0
USER_0034,ITEM_0458,1,1,0,0,0,1,0.0,0
USER_0108,ITEM_0449,1,0,1,0,0,2,0.1111111111111111,0
USER_0180,ITEM_0209,1,0,0,0,1,5,0.4444444444444444,0
USER_0088,ITEM_0065,1,0,1,0,0,2,0.1111111111111111,0
USER_0177,ITEM_0444,1,0,1,0,0,2,0.1111111111111111,0
USER_0146,ITEM_0118,1,0,1,0,0,2,0.1111111111111111,0
USER_0052,ITEM_0246,1,1,0,0,0,1,0.0,0
USER_0185,ITEM_0061,1,0,0,1,0,3,0.2222222222222222,0
USER_0196,ITEM_0457,1,1,0,0,0,1,0.0,0
USER_0012,ITEM_0214,1,0,1,0,0,2,0.1111111111111111,0
USER_0076,ITEM_0044,1,1,0,0,0,1,0.0,0
USER_0094,ITEM_0220,1,1,0,0,0,1,0.0,0
USER_0200,ITEM_0254,1,0,1,0,0,2,0.1111111111111111,0
USER_0163,ITEM_0046,1,1,0,0,0,1,0.0,0
USER_0039,ITEM_0090,1,0,1,0,0,2,0.1111111111111111,0
USER_0032,ITEM_0098,1,0,0,1,0,3,0.2222222222222222,0
USER_0170,ITEM_0459,1,0,1,0,0,2,0.1111111111111111,0
USER_0155,ITEM_0475,1,0,0,0,1,5,0.4444444444444444,0
USER_0048,ITEM_0339,1,1,0,0,0,1,0.0,0
USER_0017,ITEM_0244,1,0,0,0,1,5,0.4444444444444444,0
USER_0017,ITEM_0420,1,1,0,0,0,1,0.0,0
USER_0042,ITEM_0118,1,0,1,0,0,2,0.1111111111111111,0
USER_0160,ITEM_0252,1,1,0,0,0,1,0.0,0
USER_0015,ITEM_0324,1,1,0,0,0,1,0.0,0
USER_0197,ITEM_0024,1,1,0,0,0,1,0.0,0
USER_0123,ITEM_0253,1,1,0,0,0,1,0.0,0
USER_0188,ITEM_0309,1,1,0,0,0,1,0.0,0
USER_0088,ITEM_0199,1,0,1,0,0,2,0.1111111111111111,0
USER_0171,ITEM_0141,1,1,0,0,0,1,0.0,0
USER_0002,ITEM_0407,1,0,0,0,1,5,0.4444444444444444,0
USER_0064,ITEM_0461,1,1,0,0,0,1,0.0,0
USER_0179,ITEM_0489,1,0,0,0,1,5,0.4444444444444444,0
USER_0012,ITEM_0215,1,0,0,1,0,3,0.2222222222222222,0
USER_0098,ITEM_0207,1,1,0,0,0,1,0.0,0
USER_0011,ITEM_0015,1,0,1,0,0,2,0.1111111111111111,0
USER_0128,ITEM_0477,1,0,1,0,0,2,0.1111111111111111,0
USER_0059,ITEM_0367,1,0,0,0,1,5,0.4444444444444444,0
USER_0037,ITEM_0050,1,0,0,0,1,5,0.4444444444444444,0
USER_0045,ITEM_0486,1,0,0,0,1,5,0.4444444444444444,0
USER_0141,ITEM_0268,1,1,0,0,0,1,0.0,0
USER_0125,ITEM_0023,1,1,0,0,0,1,0.0,0
USER_0184,ITEM_0438,1,1,0,0,0,1,0.0,0
USER_0163,ITEM_0105,1,0,0,0,1,5,0.4444444444444444,0
USER_0096,ITEM_0197,1,0,1,0,0,2,0.1111111111111111,0
USER_0042,ITEM_0072,1,1,0,0,0,1,0.0,0
USER_0063,ITEM_0338,1,0,0,1,0,3,0.2222222222222222,0
USER_0161,ITEM_0423,1,1,0,0,0,1,0.0,0
USER_0085,ITEM_0488,1,0,1,0,0,2,0.1111111111111111,0
USER_0036,ITEM_0010,1,1,0,0,0,1,0.0,0
USER_0050,ITEM_0263,1,1,0,0,0,1,0.0,0
USER_0029,ITEM_0064,1,0,1,0,0,2,0.1111111111111111,0
USER_0091,ITEM_0478,1,1,0,0,0,1,0.0,0
USER_0197,ITEM_0232,1,0,0,1,0,3,0.2222222222222222,0
USER_0008,ITEM_0372,1,1,0,0,0,1,0.0,0
USER_0097,ITEM_0193,1,0,0,1,0,3,0.2222222222222222,0
USER_0036,ITEM_0103,1,1,0,0,0,1,0.0,0
USER_0002,ITEM_0257,1,1,0,0,0,1,0.0,0
USER_0122,ITEM_0058,1,0,0,0,1,5,0.4444444444444444,0
USER_0015,ITEM_0252,1,1,0,0,0,1,0.0,0
USER_0029,ITEM_0236,1,1,0,0,0,1,0.0,0
USER_0161,ITEM_0019,1,1,0,0,0,1,0.0,0
USER_0108,ITEM_0201,1,0,0,0,1,5,0.4444444444444444,0
USER_0047,ITEM_0238,1,0,0,0,1,5,0.4444444444444444,0
USER_0012,ITEM_0140,1,0,0,1,0,3,0.2222222222222222,0
USER_0028,ITEM_0388,1,0,0,0,1,5,0.4444444444444444,0
USER_0050,ITEM_0229,1,1,0,0,0,1,0.0,0
USER_0085,ITEM_0476,1,1,0,0,0,1,0.0,0
USER_0060,ITEM_0497,1,1,0,0,0,1,0.0,0
USER_0140,ITEM_0052,1,1,0,0,0,1,0.0,0
USER_0044,ITEM_0333,1,1,0,0,0,1,0.0,0
USER_0030,ITEM_0349,1,1,0,0,0,1,0.0,1
USER_0020,ITEM_0484,1,1,0,0,0,1,0.0,0
USER_0139,ITEM_0159,1,1,0,0,0,1,0.0,0
USER_0087,ITEM_0473,1,0,0,0,1,5,0.4444444444444444,0
USER_0116,ITEM_0320,1,0,0,0,1,5,0.4444444444444444,0
USER_0113,ITEM_0126,1,0,1,0,0,2,0.1111111111111111,0
USER_0070,ITEM_0120,1,0,0,0,1,5,0.4444444444444444,0
USER_0116,ITEM_0467,1,0,1,0,0,2,0.1111111111111111,0
USER_0160,ITEM_0006,2,1,0,0,1,6,0.5555555555555556,0
USER_0099,ITEM_0385,1,1,0,0,0,1,0.0,0
USER_0056,ITEM_0161,1,1,0,0,0,1,0.0,0
USER_0001,ITEM_0054,1,1,0,0,0,1,0.0,0
USER_0046,ITEM_0101,1,1,0,0,0,1,0.0,0
USER_0133,ITEM_0223,1,1,0,0,0,1,0.0,0
USER_0042,ITEM_0175,1,0,0,1,0,3,0.2222222222222222,0
USER_0024,ITEM_0055,1,0,1,0,0,2,0.1111111111111111,0
USER_0109,ITEM_0230,1,1,0,0,0,1,0.0,0
USER_0141,ITEM_0070,1,0,1,0,0,2,0.1111111111111111,0
USER_0023,ITEM_0211,1,0,0,0,1,5,0.4444444444444444,0
USER_0116,ITEM_0254,1,0,0,1,0,3,0.2222222222222222,0
USER_0018,ITEM_0141,1,0,0,0,1,5,0.4444444444444444,0
USER_0023,ITEM_0372,1,1,0,0,0,1,0.0,0
USER_0016,ITEM_0386,1,0,0,0,1,5,0.4444444444444444,0
USER_0118,ITEM_0317,2,1,0,0,1,6,0.5555555555555556,0
USER_0129,ITEM_0305,1,0,0,1,0,3,0.2222222222222222,0
USER_0061,ITEM_0319,1,1,0,0,0,1,0.0,0
USER_0035,ITEM_0236,1,0,0,1,0,3,0.2222222222222222,0
USER_0066,ITEM_0274,1,0,1,0,0,2,0.1111111111111111,0
USER_0129,ITEM_0436,1,1,0,0,0,1,0.0,0
USER_0110,ITEM_0470,1,0,1,0,0,2,0.1111111111111111,0
USER_0116,ITEM_0465,1,1,0,0,0,1,0.0,0
USER_0142,ITEM_0244,1,0,0,1,0,3,0.2222222222222222,0
USER_0055,ITEM_0462,1,1,0,0,0,1,0.0,0
USER_0062,ITEM_0030,1,1,0,0,0,1,0.0,0
USER_0192,ITEM_0044,1,0,0,1,0,3,0.2222222222222222,0
USER_0181,ITEM_0210,1,0,1,0,0,2,0.1111111111111111,0
USER_0145,ITEM_0338,1,0,0,1,0,3,0.2222222222222222,0
USER_0041,ITEM_0045,1,1,0,0,0,1,0.0,0
USER_0176,ITEM_0500,1,0,1,0,0,2,0.1111111111111111,0
USER_0100,ITEM_0413,2,0,1,1,0,5,0.4444444444444444,0
USER_0078,ITEM_0048,1,1,0,0,0,1,0.0,0
USER_0024,ITEM_0215,1,0,1,0,0,2,0.1111111111111111,0
USER_0063,ITEM_0445,1,1,0,0,0,1,0.0,0
USER_0047,ITEM_0479,1,0,1,0,0,2,0.1111111111111111,0
USER_0003,ITEM_0296,1,1,0,0,0,1,0.0,0
USER_0178,ITEM_0348,1,0,1,0,0,2,0.1111111111111111,0
USER_0009,ITEM_0446,1,1,0,0,0,1,0.0,0
USER_0090,ITEM_0446,1,1,0,0,0,1,0.0,0
USER_0132,ITEM_0144,1,0,1,0,0,2,0.1111111111111111,0
USER_0155,ITEM_0387,1,0,1,0,0,2,0.1111111111111111,0
USER_0070,ITEM_0302,1,1,0,0,0,1,0.0,0
USER_0032,ITEM_0291,1,1,0,0,0,1,0.0,0
USER_0076,ITEM_0310,2,0,2,0,0,4,0.3333333333333333,0
USER_0153,ITEM_0181,1,0,1,0,0,2,0.1111111111111111,0
USER_0016,ITEM_0063,1,0,0,1,0,3,0.2222222222222222,0
USER_0126,ITEM_0304,1,0,1,0,0,2,0.1111111111111111,0
USER_0094,ITEM_0434,1,1,0,0,0,1,0.0,0
USER_0178,ITEM_0063,1,0,0,0,1,5,0.4444444444444444,0
USER_0024,ITEM_0002,1,0,0,0,1,5,0.4444444444444444,0
USER_0050,ITEM_0108,1,1,0,0,0,1,0.0,0
USER_0008,ITEM_0141,1,0,1,0,0,2,0.1111111111111111,0
USER_0097,ITEM_0383,1,1,0,0,0,1,0.0,0
USER_0014,ITEM_0250,1,1,0,0,0,1,0.0,0
USER_0067,ITEM_0363,1,0,1,0,0,2,0.1111111111111111,1
USER_0185,ITEM_0014,1,1,0,0,0,1,0.0,0
USER_0001,ITEM_0481,1,0,0,0,1,5,0.4444444444444444,0
USER_0006,ITEM_0391,1,0,0,0,1,5,0.4444444444444444,0
USER_0009,ITEM_0342,1,1,0,0,0,1,0.0,0
USER_0093,ITEM_0106,1,0,1,0,0,2,0.1111111111111111,0
USER_0037,ITEM_0247,1,0,1,0,0,2,0.1111111111111111,0
USER_0058,ITEM_0433,1,0,1,0,0,2,0.1111111111111111,0
USER_0199,ITEM_0161,1,0,1,0,0,2,0.1111111111111111,0
USER_0089,ITEM_0070,1,0,1,0,0,2,0.1111111111111111,0
USER_0152,ITEM_0207,1,1,0,0,0,1,0.0,0
USER_0078,ITEM_0117,1,0,0,0,1,5,0.4444444444444444,0
USER_0074,ITEM_0430,2,2,0,0,0,2,0.1111111111111111,0
USER_0158,ITEM_0237,1,0,0,1,0,3,0.2222222222222222,0
USER_0035,ITEM_0139,1,0,1,0,0,2,0.1111111111111111,0
USER_0131,ITEM_0340,1,0,0,0,1,5,0.4444444444444444,0
USER_0052,ITEM_0271,1,1,0,0,0,1,0.0,0
USER_0181,ITEM_0097,1,1,0,0,0,1,0.0,0
USER_0185,ITEM_0431,1,0,0,0,1,5,0.4444444444444444,0
USER_0106,ITEM_0086,2,1,1,0,0,3,0.2222222222222222,0
USER_0061,ITEM_0299,1,1,0,0,0,1,0.0,0
USER_0003,ITEM_0353,1,1,0,0,0,1,0.0,0
USER_0140,ITEM_0070,1,0,1,0,0,2,0.1111111111111111,0
USER_0061,ITEM_0365,1,0,1,0,0,2,0.1111111111111111,0
USER_0128,ITEM_0053,1,1,0,0,0,1,0.0,0
USER_0180,ITEM_0374,1,1,0,0,0,1,0.0,0
USER_0188,ITEM_0094,1,1,0,0,0,1,0.0,0
USER_0130,ITEM_0197,1,0,1,0,0,2,0.1111111111111111,0
USER_0011,ITEM_0178,1,0,0,0,1,5,0.4444444444444444,0
USER_0006,ITEM_0416,1,1,0,0,0,1,0.0,0
USER_0082,ITEM_0302,1,0,0,1,0,3,0.2222222222222222,0
USER_0135,ITEM_0214,1,0,0,1,0,3,0.2222222222222222,0
USER_0018,ITEM_0097,1,0,1,0,0,2,0.1111111111111111,1
USER_0111,ITEM_0109,1,1,0,0,0,1,0.0,0
USER_0149,ITEM_0217,1,1,0,0,0,1,0.0,0
USER_0079,ITEM_0088,2,1,1,0,0,3,0.2222222222222222,0
USER_0184,ITEM_0316,1,0,0,1,0,3,0.2222222222222222,0
USER_0113,ITEM_0193,1,0,0,0,1,5,0.4444444444444444,0
USER_0111,ITEM_0304,1,1,0,0,0,1,0.0,0
USER_0075,ITEM_0072,1,0,0,1,0,3,0.2222222222222222,0
USER_0156,ITEM_0055,1,0,0,1,0,3,0.2222222222222222,0
USER_0043,ITEM_0027,1,0,0,1,0,3,0.2222222222222222,0
USER_0158,ITEM_0318,1,0,1,0,0,2,0.1111111111111111,0
USER_0065,ITEM_0312,1,0,0,1,0,3,0.2222222222222222,0
USER_0169,ITEM_0240,1,0,0,1,0,3,0.2222222222222222,0
USER_0163,ITEM_0041,1,1,0,0,0,1,0.0,0
USER_0123,ITEM_0339,1,1,0,0,0,1,0.0,0
USER_0186,ITEM_0025,1,0,0,1,0,3,0.2222222222222222,0
USER_0007,ITEM_0225,1,1,0,0,0,1,0.0,0
USER_0162,ITEM_0268,2,0,1,1,0,5,0.4444444444444444,0
USER_0194,ITEM_0467,1,1,0,0,0,1,0.0,0
USER_0068,ITEM_0127,1,1,0,0,0,1,0.0,0
USER_0178,ITEM_0159,1,0,0,1,0,3,0.2222222222222222,0
USER_0050,ITEM_0064,1,1,0,0,0,1,0.0,0
